name,link,year_from,year_to,college,active,first,last,nbaID,bbrID
Francisco Elson,/players/e/elsonfr01.html,2004,2012,University of California,false,Elson,Francisco,1922,elsonfr01
Darrell Elston,/players/e/elstoda01.html,1975,1977,University of North Carolina,false,Elston,Darrell,76667,elstoda01
Melvin Ely,/players/e/elyme01.html,2003,2014,"California State University, Fresno",true,Ely,Melvin,2408,elyme01
Joel Embiid,/players/e/embiijo01.html,2017,2017,University of Kansas,true,Embiid,Joel,203954,embiijo01
Andre Emmett,/players/e/emmetan01.html,2005,2012,Texas Tech University,false,Emmett,Andre,2765,emmetan01
Chris Engler,/players/e/englech01.html,1983,1988,University of Wyoming,false,Engler,Chris,76670,englech01
Wayne Englestad,/players/e/englewa01.html,1989,1989,"University of California, Irvine",false,Englestad,Wayne,76671,englewa01
A.J. English,/players/e/engliaj01.html,1991,1992,Virginia Union University,false,English,A.J.,76672,engliaj01
Alex English,/players/e/englial01.html,1977,1991,University of South Carolina,false,English,Alex,76673,englial01
Jo Jo English,/players/e/englijo01.html,1993,1995,University of South Carolina,false,English,Jojo,76676,englijo01
Kim English,/players/e/engliki01.html,2013,2013,University of Missouri,true,English,Kim,203119,engliki01
James Ennis,/players/e/ennisja01.html,2015,2017,"California State University, Long Beach",true,,,,ennisja01
Tyler Ennis,/players/e/ennisty01.html,2015,2017,Syracuse University,true,Ennis,Tyler,203898,ennisty01
Ray Epps,/players/e/eppsra01.html,1979,1979,Norfolk State University,false,Epps,Ray,76678,eppsra01
Semih Erden,/players/e/erdense01.html,2011,2012,,false,Erden,Semih,201623,erdense01
Keith Erickson,/players/e/erickke01.html,1966,1977,"University of California, Los Angeles",false,Erickson,Keith,76680,erickke01
Julius Erving,/players/e/ervinju01.html,1972,1987,University of Massachusetts Amherst,false,Erving,Julius,76681,ervinju01
Evan Eschmeyer,/players/e/eschmev01.html,2000,2003,Northwestern University,false,Eschmeyer,Evan,1915,eschmev01
Vincenzo Esposito,/players/e/esposvi01.html,1996,1996,,false,Esposito,Vincenzo,76683,esposvi01
Brian Evans,/players/e/evansbr01.html,1997,1999,Indiana University,false,Evans,Brian,967,evansbr01
Earl Evans,/players/e/evansea01.html,1980,1980,"University of Nevada, Las Vegas",false,Evans,Earl,76685,evansea01
Jeremy Evans,/players/e/evansje01.html,2011,2016,Western Kentucky University,true,Evans,Jeremy,202379,evansje01
Maurice Evans,/players/e/evansma01.html,2002,2012,University of Texas at Austin,false,Evans,Maurice,2230,evansma01
Mike Evans,/players/e/evansmi01.html,1980,1988,Kansas State University,false,Evans,Mike,76686,evansmi01
Reggie Evans,/players/e/evansre01.html,2003,2015,University of Iowa,false,Evans,Reggie,2501,evansre01
Tyreke Evans,/players/e/evansty01.html,2010,2017,University of Memphis,true,Evans,Tyreke,201936,evansty01
Daniel Ewing,/players/e/ewingda01.html,2006,2007,Duke University,false,Ewing,Daniel,101137,ewingda01
Patrick Ewing,/players/e/ewingpa01.html,1986,2002,Georgetown University,false,Ewing,Patrick,121,ewingpa01
Patrick Ewing,/players/e/ewingpa02.html,2011,2011,Georgetown University,false,Ewing,Patrick,201607,ewingpa02
Dante Exum,/players/e/exumda01.html,2015,2017,,true,Exum,Dante,203957,exumda01
Christian Eyenga,/players/e/eyengch01.html,2011,2012,,false,Eyenga,Christian,201963,eyengch01
Festus Ezeli,/players/e/ezelife01.html,2013,2016,Vanderbilt University,true,Ezeli,Festus,203105,ezelife01
Kenneth Faried,/players/f/farieke01.html,2012,2017,Morehead State University,true,Faried,Kenneth,202702,farieke01
Jordan Farmar,/players/f/farmajo01.html,2007,2017,"University of California, Los Angeles",true,Farmar,Jordan,200770,farmajo01
Desmon Farmer,/players/f/farmede01.html,2007,2009,University of Southern California,false,Farmer,Desmon,2824,farmede01
Jim Farmer,/players/f/farmeji01.html,1988,1994,University of Alabama,false,Farmer,Jim,76695,farmeji01
Tony Farmer,/players/f/farmeto01.html,1998,2000,University of Nebraska,false,Farmer,Tony,1108,farmeto01
Vitor Faverani,/players/f/favervi01.html,2014,2014,,true,Faverani,Vitor,203543,favervi01
Derrick Favors,/players/f/favorde01.html,2011,2017,Georgia Institute of Technology,true,Favors,Derrick,202324,favorde01
Nick Fazekas,/players/f/fazekni01.html,2008,2008,"University of Nevada, Reno",false,Fazekas,Nick,201174,fazekni01
Butch Feher,/players/f/feherbu01.html,1977,1977,Vanderbilt University,false,Feher,Butch,76699,feherbu01
Jamie Feick,/players/f/feickja01.html,1997,2001,Michigan State University,false,Feick,Jamie,994,feickja01
Dave Feitl,/players/f/feitlda01.html,1987,1992,University of Texas at El Paso,false,Feitl,Dave,76703,feitlda01
Kay Felder,/players/f/feldeka01.html,2017,2017,Oakland University,true,Felder,Kay,1627770,feldeka01
Cristiano Felicio,/players/f/feliccr01.html,2016,2017,,true,Felicio,Cristiano,1626245,feliccr01
Carrick Felix,/players/f/felixca01.html,2014,2014,Arizona State University,true,Felix,Carrick,203467,felixca01
Noel Felix,/players/f/felixno01.html,2006,2006,"California State University, Fresno",false,Felix,Noel,101230,felixno01
Raymond Felton,/players/f/feltora01.html,2006,2017,University of North Carolina,true,Felton,Raymond,101109,feltora01
Desmond Ferguson,/players/f/fergude01.html,2004,2004,University of Detroit Mercy,false,Ferguson,Desmond,2724,fergude01
Rudy Fernandez,/players/f/fernaru01.html,2009,2012,,false,Fernandez,Rudy,201164,fernaru01
Eric Fernsten,/players/f/fernser01.html,1976,1984,University of San Francisco,false,Fernsten,Eric,76707,fernser01
Rolando Ferreira,/players/f/ferrero01.html,1989,1989,University of Houston,false,Ferreira,Rolando,76709,ferrero01
Duane Ferrell,/players/f/ferredu01.html,1989,1999,Georgia Institute of Technology,false,Ferrell,Duane,273,ferredu01
Yogi Ferrell,/players/f/ferreyo01.html,2017,2017,Indiana University,true,Ferrell,Yogi,1627812,ferreyo01
Danny Ferry,/players/f/ferryda01.html,1991,2003,Duke University,false,Ferry,Danny,198,ferryda01
Kyrylo Fesenko,/players/f/fesenky01.html,2008,2012,,true,Fesenko,Kyrylo,201178,fesenky01
Kenny Fields,/players/f/fieldke01.html,1985,1988,"University of California, Los Angeles",false,Fields,Kenny,76713,fieldke01
Landry Fields,/players/f/fieldla01.html,2011,2015,Stanford University,false,Fields,Landry,202361,fieldla01
Michael Finley,/players/f/finlemi01.html,1996,2010,University of Wisconsin,false,Finley,Michael,714,finlemi01
Dorian Finney-Smith,/players/f/finnedo01.html,2017,2017,University of Florida,true,Finney-Smith,Dorian,1627827,finnedo01
Matt Fish,/players/f/fishma01.html,1995,1997,University of North Carolina at Wilmington,false,Fish,Matt,900,fishma01
Derek Fisher,/players/f/fishede01.html,1997,2014,University of Arkansas at Little Rock,false,Fisher,Derek,965,fishede01
Gerald Fitch,/players/f/fitchge01.html,2006,2006,University of Kentucky,false,Fitch,Gerald,2809,fitchge01
Marcus Fizer,/players/f/fizerma01.html,2001,2006,Iowa State University,false,Fizer,Marcus,2033,fizerma01
Al Fleming,/players/f/flemial01.html,1978,1978,University of Arizona,false,Fleming,Al,76722,flemial01
Vern Fleming,/players/f/flemive01.html,1985,1996,University of Georgia,false,Fleming,Vern,313,flemive01
Luis Flores,/players/f/florelu01.html,2005,2005,Manhattan College,false,Flores,Luis,2784,florelu01
Bruce Flowers,/players/f/flowebr01.html,1983,1983,University of Notre Dame,false,Flowers,Bruce,76725,flowebr01
Sleepy Floyd,/players/f/floydsl01.html,1983,1995,Georgetown University,false,Floyd,Sleepy,76726,floydsl01
Jonny Flynn,/players/f/flynnjo01.html,2010,2012,Syracuse University,false,Flynn,Jonny,201938,flynnjo01
Mike Flynn,/players/f/flynnmi01.html,1976,1978,University of Kentucky,false,Flynn,Mike,76727,flynnmi01
Isaac Fontaine,/players/f/fontais01.html,2002,2002,Washington State University,false,,,,fontais01
Jeff Foote,/players/f/footeje01.html,2012,2012,Cornell University,false,Foote,Jeff,202880,footeje01
Bryn Forbes,/players/f/forbebr01.html,2017,2017,Michigan State University,true,Forbes,Bryn,1627854,forbebr01
Gary Forbes,/players/f/forbega01.html,2011,2012,University of Massachusetts Amherst,true,Forbes,Gary,201814,forbega01
Alphonso Ford,/players/f/fordal01.html,1994,1995,Mississippi Valley State University,false,Ford,Alphonso,76732,fordal01
Alton Ford,/players/f/fordal02.html,2002,2004,University of Houston,false,Ford,Alton,2228,fordal02
Chris Ford,/players/f/fordch01.html,1973,1982,Villanova University,false,Ford,Chris,76733,fordch01
Don Ford,/players/f/forddo01.html,1976,1982,"University of California, Santa Barbara",false,Ford,Don,76734,forddo01
Phil Ford,/players/f/fordph01.html,1979,1985,University of North Carolina,false,Ford,Phil,76736,fordph01
Sharrod Ford,/players/f/fordsh02.html,2006,2006,Clemson University,false,Ford,Sharrod,101213,fordsh02
Sherell Ford,/players/f/fordsh01.html,1996,1996,University of Illinois at Chicago,false,Ford,Sherell,726,fordsh01
T.J. Ford,/players/f/fordtj01.html,2004,2012,University of Texas at Austin,false,Ford,T.J.,2551,fordtj01
Bayard Forrest,/players/f/forreba01.html,1978,1979,Grand Canyon University,false,Forrest,Bayard,76739,forreba01
Joseph Forte,/players/f/fortejo01.html,2002,2003,University of North Carolina,false,Forte,Joseph,2218,fortejo01
Courtney Fortson,/players/f/fortsco01.html,2012,2012,University of Arkansas,false,Fortson,Courtney,202622,fortsco01
Danny Fortson,/players/f/fortsda01.html,1998,2007,University of Cincinnati,false,Fortson,Danny,1504,fortsda01
Fred Foster,/players/f/fostefr01.html,1969,1977,Miami University,false,Foster,Fred,76740,fostefr01
Greg Foster,/players/f/fostegr01.html,1991,2003,University of Texas at El Paso,false,Foster,Greg,323,fostegr01
Jeff Foster,/players/f/fosteje01.html,2000,2012,Texas State University,false,Foster,Jeff,1902,fosteje01
Rod Foster,/players/f/fostero01.html,1984,1986,"University of California, Los Angeles",false,Foster,Rod,76742,fostero01
Antonis Fotsis,/players/f/fotsian01.html,2002,2002,,false,Fotsis,Antonis,2238,fotsian01
Evan Fournier,/players/f/fournev01.html,2013,2017,,true,Fournier,Evan,203095,fournev01
Tremaine Fowlkes,/players/f/fowlktr01.html,2002,2005,"California State University, Fresno",false,Fowlkes,Tremaine,1762,fowlktr01
Jim Fox,/players/f/foxji01.html,1968,1977,University of South Carolina,false,Fox,Jim,76747,foxji01
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false,Fox,Rick,296,foxri01
Randy Foye,/players/f/foyera01.html,2007,2017,Villanova University,true,Foye,Randy,200751,foyera01
Adonal Foyle,/players/f/foylead01.html,1998,2009,Colgate University,false,Foyle,Adonal,1502,foylead01
Richie Frahm,/players/f/frahmri01.html,2004,2008,Gonzaga University,false,Frahm,Richie,2499,frahmri01
Steve Francis,/players/f/francst01.html,2000,2008,University of Maryland,false,Francis,Steve,1883,francst01
Tellis Frank,/players/f/frankte01.html,1988,1994,Western Kentucky University,false,Frank,Tellis,76748,frankte01
Jamaal Franklin,/players/f/frankja01.html,2014,2015,San Diego State University,true,Franklin,Jamaal,203479,frankja01
Tim Frazier,/players/f/fraziti01.html,2015,2017,Pennsylvania State University,true,Frazier,Tim,204025,fraziti01
Walt Frazier,/players/f/fraziwa01.html,1968,1980,Southern Illinois University,false,Frazier,Walt,76750,fraziwa01
Anthony Frederick,/players/f/fredean01.html,1989,1992,Pepperdine University,false,Frederick,Anthony,76752,fredean01
Jimmer Fredette,/players/f/fredeji01.html,2012,2016,Brigham Young University,true,Fredette,Jimmer,202690,fredeji01
World B. Free,/players/f/freewo01.html,1976,1988,Guilford College,false,,,,freewo01
Joel Freeland,/players/f/freeljo01.html,2013,2015,,true,Freeland,Joel,200777,freeljo01
Matt Freije,/players/f/freijma01.html,2005,2007,Vanderbilt University,false,Freije,Matt,2782,freijma01
Channing Frye,/players/f/fryech01.html,2006,2017,University of Arizona,true,Frye,Channing,101112,fryech01
Hiram Fuller,/players/f/fullehi01.html,2004,2004,"California State University, Fresno",false,Fuller,Hiram,2673,fullehi01
Todd Fuller,/players/f/fulleto02.html,1997,2001,North Carolina State University,false,Fuller,Todd,957,fulleto02
Tony Fuller,/players/f/fulleto01.html,1981,1981,Pepperdine University,false,Fuller,Tony,76765,fulleto01
Lawrence Funderburke,/players/f/fundela01.html,1998,2005,Ohio State University,false,Funderburke,Lawrence,1444,fundela01
Terry Furlow,/players/f/furlote01.html,1977,1980,Michigan State University,false,Furlow,Terry,76767,furlote01
Dan Gadzuric,/players/g/gadzuda01.html,2003,2012,"University of California, Los Angeles",false,Gadzuric,Dan,2429,gadzuda01
Deng Gai,/players/g/gaide01.html,2006,2006,Fairfield University,false,Gai,Deng,101184,gaide01
Corey Gaines,/players/g/gaineco01.html,1989,1995,Loyola Marymount University,false,Gaines,Corey,76770,gaineco01
Reece Gaines,/players/g/gainere01.html,2004,2006,University of Louisville,false,Gaines,Reece,2558,gainere01
Sundiata Gaines,/players/g/gainesu01.html,2010,2012,University of Georgia,false,Gaines,Sundiata,202178,gainesu01
Mike Gale,/players/g/galemi01.html,1972,1982,Elizabeth City State University,false,Gale,Mike,76771,galemi01
Chad Gallagher,/players/g/gallach01.html,1994,1994,Creighton University,false,Gallagher,Chad,76772,gallach01
Danilo Gallinari,/players/g/gallida01.html,2009,2017,,true,Gallinari,Danilo,201568,gallida01
Langston Galloway,/players/g/gallola01.html,2015,2017,Saint Joseph's University,true,Galloway,Langston,204038,gallola01
Kevin Gamble,/players/g/gamblke01.html,1988,1997,University of Iowa,false,Gamble,Kevin,333,gamblke01
Jorge Garbajosa,/players/g/garbajo01.html,2007,2008,,false,Garbajosa,Jorge,200816,garbajo01
Ruben Garces,/players/g/garceru01.html,2001,2001,Providence College,false,Garces,Ruben,2092,garceru01
Alex Garcia,/players/g/garcial01.html,2004,2005,,false,Garcia,Alex,2682,garcial01
Francisco Garcia,/players/g/garcifr01.html,2006,2015,University of Louisville,false,Garcia,Francisco,101128,garcifr01
Thomas Gardner,/players/g/gardnth01.html,2008,2009,University of Missouri,false,Gardner,Thomas,201242,gardnth01
Patricio Garino,/players/g/garinpa01.html,2017,2017,George Washington University,true,Garino,Patricio,1627868,garinpa01
Gary Garland,/players/g/garlaga01.html,1980,1980,DePaul University,false,Garland,Gary,76781,garlaga01
Winston Garland,/players/g/garlawi01.html,1988,1995,Missouri State University,false,Garland,Winston,76782,garlawi01
Chris Garner,/players/g/garnech01.html,1998,2001,University of Memphis,false,Garner,Chris,1612,garnech01
Bill Garnett,/players/g/garnebi02.html,1983,1986,University of Wyoming,false,Garnett,Bill,76785,garnebi02
Kevin Garnett,/players/g/garneke01.html,1996,2016,,false,Garnett,Kevin,708,garneke01
Marlon Garnett,/players/g/garnema01.html,1999,1999,Santa Clara University,false,Garnett,Marlon,1831,garnema01
Calvin Garrett,/players/g/garreca01.html,1981,1984,Oral Roberts University,false,Garrett,Calvin,76786,garreca01
Dean Garrett,/players/g/garrede01.html,1997,2002,Indiana University,false,Garrett,Dean,1051,garrede01
Diante Garrett,/players/g/garredi02.html,2013,2014,Iowa State University,true,Garrett,Diante,203197,garredi02
Rowland Garrett,/players/g/garrero01.html,1973,1977,Florida State University,false,Garrett,Rowland,76789,garrero01
Tom Garrick,/players/g/garrito01.html,1989,1992,University of Rhode Island,false,Garrick,Tom,76790,garrito01
John Garris,/players/g/garrijo01.html,1984,1984,Boston College,false,Garris,John,76791,garrijo01
Kiwane Garris,/players/g/garriki01.html,1998,2000,University of Illinois at Urbana-Champaign,false,Garris,Kiwane,1619,garriki01
Pat Garrity,/players/g/garripa01.html,1999,2008,University of Notre Dame,false,Garrity,Pat,1727,garripa01
Marc Gasol,/players/g/gasolma01.html,2009,2017,,true,Gasol,Marc,201188,gasolma01
Pau Gasol,/players/g/gasolpa01.html,2002,2017,,true,Gasol,Pau,2200,gasolpa01
Chris Gatling,/players/g/gatlich01.html,1992,2002,Old Dominion University,false,Gatling,Chris,423,gatlich01
Kenny Gattison,/players/g/gattike01.html,1987,1996,Old Dominion University,false,Gattison,Kenny,930,gattike01
Rudy Gay,/players/g/gayru01.html,2007,2017,University of Connecticut,true,Gay,Rudy,200752,gayru01
Andrew Gaze,/players/g/gazean01.html,1994,1999,Seton Hall University,false,Gaze,Andrew,1845,gazean01
Michael Gbinije,/players/g/gbinimi01.html,2017,2017,Syracuse University,true,Gbinije,Michael,1627771,gbinimi01
Reggie Geary,/players/g/gearyre01.html,1997,1998,University of Arizona,false,Geary,Reggie,1002,gearyre01
Alonzo Gee,/players/g/geeal01.html,2010,2017,University of Alabama,true,Gee,Alonzo,202087,geeal01
Matt Geiger,/players/g/geigema01.html,1993,2002,Georgia Institute of Technology,false,Geiger,Matt,761,geigema01
Mickael Gelabale,/players/g/gelabmi01.html,2007,2013,,true,Gelabale,Mickael,101153,gelabmi01
Devean George,/players/g/georgde01.html,2000,2010,Augsburg College,false,George,Devean,1904,georgde01
Paul George,/players/g/georgpa01.html,2011,2017,"California State University, Fresno",true,George,Paul,202331,georgpa01
Tate George,/players/g/georgta01.html,1991,1995,University of Connecticut,false,George,Tate,76801,georgta01
Marcus Georges-Hunt,/players/g/georgma01.html,2017,2017,Georgia Institute of Technology,true,Georges-Hunt,Marcus,1627875,georgma01
Gus Gerard,/players/g/gerargu01.html,1975,1981,University of Virginia,false,Gerard,Gus,76802,gerargu01
Derrick Gervin,/players/g/gervide01.html,1990,1991,University of Texas at San Antonio,false,Gervin,Derrick,76803,gervide01
George Gervin,/players/g/gervige01.html,1973,1986,Eastern Michigan University,false,Gervin,George,76804,gervige01
